source,major_category,subcategory,interface,interface_name,enabled,total_count,pending_count,partial_count,error_count,supports_backfill,backfill_mode,input_params,input_param_details,analysis_date_params,analysis_basis,analysis_doc_id,analysis_doc_url,runtime_supports_backfill,runtime_backfill_mode,runtime_backfill_logic,latest_problem_date,latest_problem_status,latest_error,failure_reason,slow_reason,backfill_logic,iface_type
tushare,股票数据,特色数据,kpl_list,开盘啦榜单,1,322,0,0,0,True,range,"ts_code, trade_date, tag, start_date, end_date",ts_code(股票代码)；trade_date(交易日期)；tag(板单类型（涨停/炸板/跌停/自然涨停/竞价，默认为涨停))；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,347,https://tushare.pro/document/2?doc_id=347,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, tag, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, tag, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,宏观经济,国内宏观,libor,Libor利率,1,322,0,0,0,True,range,"date, start_date, end_date, curr_type",date(日期 (日期输入格式：YYYYMMDD，下同))；start_date(开始日期)；end_date(结束日期)；curr_type(货币代码 (USD美元 EUR欧元 JPY日元 GBP英镑 CHF瑞郎，默认是USD)),"date, start_date, end_date",tushare_docs,152,https://tushare.pro/document/2?doc_id=152,True,range,"官网输入参数含 start_date/end_date；参数=date, start_date, end_date, curr_type；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=date, start_date, end_date, curr_type；按区间回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,limit_cpt_list,涨停最强板块统计,0,0,0,0,0,True,range,"trade_date, ts_code, start_date, end_date",trade_date(交易日期（格式：YYYYMMDD，下同）)；ts_code(板块代码)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,357,https://tushare.pro/document/2?doc_id=357,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,limit_list_d,涨跌停统计,1,320,0,0,0,True,range,"trade_date, ts_code, limit_type, exchange, start_date, end_date",trade_date(交易日期)；ts_code(股票代码)；limit_type(涨跌停类型（U涨停D跌停Z炸板）)；exchange(交易所（SH上交所SZ深交所BJ北交所）)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,298,https://tushare.pro/document/2?doc_id=298,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, limit_type, exchange, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,limit_list_ths,同花顺涨跌停榜单,0,0,0,0,0,True,range,"trade_date, ts_code, limit_type, market, start_date, end_date",trade_date(交易日期)；ts_code(股票代码)；limit_type(涨停池、连扳池、冲刺涨停、炸板池、跌停池，默认：涨停池)；market(HS-沪深主板 GEM-创业板 STAR-科创板)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,355,https://tushare.pro/document/2?doc_id=355,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, limit_type, market, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, limit_type, market, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,打板专题数据,limit_step,涨停股票连板天梯,0,0,0,0,0,True,range,"trade_date, ts_code, start_date, end_date, nums","trade_date(交易日期（格式：YYYYMMDD，下同）)；ts_code(股票代码)；start_date(开始日期)；end_date(结束日期)；nums(连板次数，支持多个输入，例如nums='2,3')","trade_date, start_date, end_date",tushare_docs,356,https://tushare.pro/document/2?doc_id=356,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, start_date, end_date, nums；按区间回补",TushareCatalogInterface
tushare,资讯数据,新闻通讯,major_news,新闻通讯,0,0,0,0,0,True,range,"src, start_date, end_date",src(新闻来源（新华网、凤凰财经、同花顺、新浪财经、华尔街见闻、中证网、财新网、第一财经、财联社）)；start_date(新闻发布开始时间，e.g. 2018-11-21 00:00:00)；end_date(新闻发布结束时间，e.g. 2018-11-22 00:00:00),"start_date, end_date",tushare_docs,195,https://tushare.pro/document/2?doc_id=195,True,range,"官网输入参数含 start_date/end_date；参数=src, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=src, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,margin,融资融券,1,320,0,0,0,True,range,"trade_date, start_date, end_date, exchange_id",trade_date(交易日期（格式：YYYYMMDD，下同）)；start_date(开始日期)；end_date(结束日期)；exchange_id(交易所代码（SSE上交所SZSE深交所BSE北交所）),"trade_date, start_date, end_date",tushare_docs,58,https://tushare.pro/document/2?doc_id=58,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, start_date, end_date, exchange_id；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, start_date, end_date, exchange_id；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,margin_detail,融资融券明细,1,320,0,0,0,True,range,"trade_date, ts_code, start_date, end_date",trade_date(交易日期（格式：YYYYMMDD，下同）)；ts_code(TS代码)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,59,https://tushare.pro/document/2?doc_id=59,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,两融及转融通,margin_secs,融资融券标的（盘前）,1,322,0,0,0,True,range,"ts_code, trade_date, exchange, start_date, end_date",ts_code(标的代码)；trade_date(交易日)；exchange(交易所（SSE上交所 SZSE深交所 BSE北交所）)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,326,https://tushare.pro/document/2?doc_id=326,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, exchange, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, exchange, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,moneyflow,个股资金流向,1,320,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码)；trade_date(交易日期（YYYYMMDD格式，下同）)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,349,https://tushare.pro/document/2?doc_id=349,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,资金流向数据,moneyflow_cnt_ths,板块资金流向（THS),0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(代码)；trade_date(交易日期(格式：YYYYMMDD，下同))；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,371,https://tushare.pro/document/2?doc_id=371,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,资金流向数据,moneyflow_dc,个股资金流向（DC）,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码)；trade_date(交易日期（YYYYMMDD格式，下同）)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,349,https://tushare.pro/document/2?doc_id=349,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,资金流向数据,moneyflow_hsgt,沪深港通资金流向,1,322,0,297,0,True,range,"trade_date, start_date, end_date",trade_date(交易日期 (二选一))；start_date(开始日期 (二选一))；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,47,https://tushare.pro/document/2?doc_id=47,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,2026-04-20,partial,参数校验失败,参数校验失败,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, start_date, end_date；按区间回补",_OneShotDateCatalogInterface
tushare,股票数据,资金流向数据,moneyflow_ind_dc,板块资金流向（DC）,0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date, content_type",ts_code(代码)；trade_date(交易日期（YYYYMMDD格式，下同）)；start_date(开始日期)；end_date(结束日期)；content_type(资金类型(行业、概念、地域)),"trade_date, start_date, end_date",tushare_docs,344,https://tushare.pro/document/2?doc_id=344,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, content_type；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, content_type；按区间回补",TushareCatalogInterface
tushare,股票数据,资金流向数据,moneyflow_ind_ths,行业资金流向（THS）,0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(代码)；trade_date(交易日期(YYYYMMDD格式，下同))；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,343,https://tushare.pro/document/2?doc_id=343,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,资金流向数据,moneyflow_mkt_dc,大盘资金流向（DC）,1,322,0,0,0,True,range,"trade_date, start_date, end_date",trade_date(交易日期(YYYYMMDD格式，下同）)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,345,https://tushare.pro/document/2?doc_id=345,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,资金流向数据,moneyflow_ths,个股资金流向（THS）,0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码)；trade_date(交易日期（YYYYMMDD格式，下同）)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,348,https://tushare.pro/document/2?doc_id=348,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,基础数据,namechange,股票曾用名,1,322,0,0,0,True,range,"ts_code, start_date, end_date",ts_code(TS代码)；start_date(公告开始日期)；end_date(公告结束日期),"start_date, end_date",tushare_docs,100,https://tushare.pro/document/2?doc_id=100,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, start_date, end_date；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,基础数据,new_share,IPO新股列表,1,320,0,0,0,True,range,"start_date, end_date",start_date(上网发行开始日期)；end_date(上网发行结束日期),"start_date, end_date",tushare_docs,123,https://tushare.pro/document/2?doc_id=123,True,range,"官网输入参数含 start_date/end_date；参数=start_date, end_date；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=start_date, end_date；按区间回补",TushareCatalogInterface
tushare,资讯数据,新闻快讯,news,新闻快讯,0,0,0,0,0,True,range,"start_date, end_date, src",start_date(开始日期(格式：2018-11-20 09:00:00）)；end_date(结束日期)；src(新闻来源 见下表),"start_date, end_date",tushare_docs,143,https://tushare.pro/document/2?doc_id=143,True,range,"官网输入参数含 start_date/end_date；参数=start_date, end_date, src；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=start_date, end_date, src；按区间回补",TushareCatalogInterface
tushare,资讯数据,国家政策库,npr,国家政策库,0,0,0,0,0,True,range,"org, start_date, end_date, ptype",org(发布机构)；start_date(发布开始时间)；end_date(发布结束时间)；ptype(类型),"start_date, end_date",tushare_docs,406,https://tushare.pro/document/2?doc_id=406,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=org, start_date, end_date, ptype；按区间回补",TushareCatalogInterface
tushare,期权数据,合约数据,opt_basic,期权合约列表,1,322,0,0,0,True,date,"ts_code, exchange, list_date, opt_code, call_put",ts_code(TS期权代码)；exchange(交易所代码 （包括上交所SSE等交易所）)；list_date(上市交易日)；opt_code(标准合约代码，OP+期货合约TS_CODE，如棕榈油2207合约，输入OPP2207.DCE)；call_put(期权类型),list_date,tushare_docs,158,https://tushare.pro/document/2?doc_id=158,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 list_date；参数=ts_code, exchange, list_date, opt_code, call_put；按单日期回补",TushareCatalogInterface
tushare,期权数据,历史分钟,opt_mins,期权历史分钟,0,1,0,0,0,True,range,"ts_code, freq, start_date, end_date",ts_code(股票代码，e.g：10007976.SH)；freq(分钟频度（1min/5min/15min/30min/60min）)；start_date(开始日期 格式：2024-08-25 09:00:00)；end_date(结束时间 格式：2024-08-25 19:00:00),"start_date, end_date",tushare_docs,341,https://tushare.pro/document/2?doc_id=341,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-22,success,Skipped scheduled sync for runtime-unsupported interface,Skipped scheduled sync for runtime-unsupported interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, freq, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,特色数据,pledge_detail,股权质押明细,1,15,0,0,0,True,code,ts_code,ts_code(股票代码),,tushare_docs,111,https://tushare.pro/document/2?doc_id=111,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-05-01,success,Skipped historical backfill for latest-only interface,Skipped historical backfill for latest-only interface,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,官网输入参数不要求日期字段；参数=ts_code；按代码维度回补/同步,TusharePledgeDetailInterface
tushare,股票数据,特色数据,pledge_stat,股权质押统计,1,322,0,0,0,True,date,"ts_code, end_date",ts_code(股票代码)；end_date(截止日期),end_date,tushare_docs,110,https://tushare.pro/document/2?doc_id=110,True,date,"官网输入参数含日期字段 end_date；参数=ts_code, end_date；按单日期回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 end_date；参数=ts_code, end_date；按单日期回补",TushareCatalogInterface
tushare,股票数据,行情数据,realtime_list,实时排名（爬虫）,1,322,0,316,0,True,other,,,,runtime_fallback,,,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-30,partial,Permission or parameter error — interface unavailable,Permission or parameter error — interface unavailable,接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,官网输入参数不提供代码或日期回补轴；参数=未解析到参数；归类为其他回补方式,TushareCatalogInterface
tushare,股票数据,行情数据,realtime_quote,实时Tick（爬虫）,1,322,0,317,0,True,other,,,,runtime_fallback,,,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-30,partial,Permission or parameter error — interface unavailable,Permission or parameter error — interface unavailable,接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,官网输入参数不提供代码或日期回补轴；参数=未解析到参数；归类为其他回补方式,TushareCatalogInterface
tushare,股票数据,行情数据,realtime_tick,实时成交（爬虫）,1,322,0,317,0,True,other,,,,runtime_fallback,,,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-30,partial,Permission or parameter error — interface unavailable,Permission or parameter error — interface unavailable,接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,官网输入参数不提供代码或日期回补轴；参数=未解析到参数；归类为其他回补方式,TushareCatalogInterface
tushare,债券专题,债券回购日行情,repo_daily,债券回购日行情,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(TS代码)；trade_date(交易日期(YYYYMMDD格式，下同))；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,256,https://tushare.pro/document/2?doc_id=256,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,大模型语料,数据标注,report_corpus,研报语料,0,0,0,0,0,True,other,,,,runtime_fallback,,,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,官网输入参数不提供代码或日期回补轴；参数=未解析到参数；归类为其他回补方式,TushareCatalogInterface
tushare,股票数据,特色数据,report_rc,盈利预测数据,1,320,0,0,0,True,range,"ts_code, report_date, start_date, end_date",ts_code(股票代码)；report_date(报告日期)；start_date(报告开始日期)；end_date(报告结束日期),"report_date, start_date, end_date",tushare_docs,292,https://tushare.pro/document/2?doc_id=292,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,2026-04-24,success,staging latest-only backfill suppressed,staging latest-only backfill suppressed,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, report_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,特色数据,repurchase,股票回购,1,322,0,0,0,True,range,"ann_date, start_date, end_date",ann_date(公告日期（任意填参数，如果都不填，单次默认返回2000条）)；start_date(公告开始日期)；end_date(公告结束日期),"ann_date, start_date, end_date",tushare_docs,124,https://tushare.pro/document/2?doc_id=124,True,range,"官网输入参数含 start_date/end_date；参数=ann_date, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ann_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,资讯数据,券商研究报告,research_report,券商研究报告,0,0,0,0,0,True,range,"trade_date, start_date, end_date, report_type, ts_code, inst_csname, ind_name",trade_date(研报日期（格式：YYYYMMDD，下同）)；start_date(研报开始日期)；end_date(研报结束日期)；report_type(研报类别：个股研报/行业研报)；ts_code(股票代码)；inst_csname(券商名称)；ind_name(行业名称),"trade_date, start_date, end_date",tushare_docs,415,https://tushare.pro/document/2?doc_id=415,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, start_date, end_date, report_type, ts_code, inst_csname, ind_name；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, start_date, end_date, report_type, ts_code, inst_csname, ind_name；按区间回补",TushareCatalogInterface
tushare,ETF专题,ETF数据,rt_etf_k,ETF实时日线,0,0,0,0,0,True,code,"ts_code, topic",ts_code(支持通配符方式，e.g. 5*.SH、15*.SZ、159101.SZ)；topic(分类参数，取上海ETF时，需要输入'HQ_FND_TICK'，参考下面例子),,tushare_docs,400,https://tushare.pro/document/2?doc_id=400,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=ts_code, topic；按代码维度回补/同步",TushareCatalogInterface
tushare,ETF专题,ETF实时参考,rt_etf_sz_iopv,ETF实时参考,0,0,0,0,0,True,code,ts_code,ts_code(ETF代码（默认为空，即一次全市场。支持单个和多个ETF过滤提取）),,tushare_docs,454,https://tushare.pro/document/2?doc_id=454,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,官网输入参数不要求日期字段；参数=ts_code；按代码维度回补/同步,TushareCatalogInterface
tushare,期货数据,实时分钟行情,rt_fut_min,实时分钟行情,0,0,0,0,0,True,code,"ts_code, freq",ts_code(股票代码，e.g.CU2310.SHF，支持多个合约（逗号分隔）)；freq(分钟频度（1MIN/5MIN/15MIN/30MIN/60MIN）),,tushare_docs,340,https://tushare.pro/document/2?doc_id=340,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=ts_code, freq；按代码维度回补/同步",TushareCatalogInterface
tushare,港股数据,实时数据,rt_hk_k,港股实时日线,0,0,0,0,0,True,code,ts_code,ts_code(支持通配符方式，e.g. 00001.HK、02*.HK),,tushare_docs,383,https://tushare.pro/document/2?doc_id=383,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,官网输入参数不要求日期字段；参数=ts_code；按代码维度回补/同步,TushareCatalogInterface
tushare,指数数据,指数实时日线,rt_idx_k,指数实时日线,0,0,0,0,0,True,code,ts_code,ts_code(指数代码，支持通配符方式，e.g. 0*.SH、3*.SZ、000001.SH),,tushare_docs,403,https://tushare.pro/document/2?doc_id=403,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,官网输入参数不要求日期字段；参数=ts_code；按代码维度回补/同步,TushareCatalogInterface
tushare,指数数据,指数实时分钟,rt_idx_min,指数实时分钟,0,0,0,0,0,True,code,"freq, ts_code","freq(1MIN,5MIN,15MIN,30MIN,60MIN （大写）)；ts_code(支持单个和多个：000001.SH 或者 000001.SH,399300.SZ)",,tushare_docs,420,https://tushare.pro/document/2?doc_id=420,True,code,"官网输入参数不含日期字段；参数=freq, ts_code；按代码维度回补/同步",,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=freq, ts_code；按代码维度回补/同步",TushareCatalogInterface
tushare,股票数据,行情数据,rt_k,实时日线,0,0,0,0,0,True,code,ts_code,ts_code(支持通配符方式，e.g. 所有上交所股票：6*.SH、所有创业板股票3*.SZ、所有科创板股票688*.SH，或单个股票600000.SH),,tushare_docs,372,https://tushare.pro/document/2?doc_id=372,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,官网输入参数不要求日期字段；参数=ts_code；按代码维度回补/同步,TushareCatalogInterface
tushare,股票数据,行情数据,rt_min,实时分钟,0,0,0,0,0,True,code,"freq, ts_code","freq(1MIN,5MIN,15MIN,30MIN,60MIN （大写）)；ts_code(支持单个和多个：600000.SH 或者 600000.SH,000001.SZ)",,tushare_docs,374,https://tushare.pro/document/2?doc_id=374,True,code,"官网输入参数不含日期字段；参数=freq, ts_code；按代码维度回补/同步",,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=freq, ts_code；按代码维度回补/同步",TushareCatalogInterface
tushare,股票数据,行情数据,rt_min_daily,A股实时分钟-日累计,0,0,0,0,0,True,code,"freq, ts_code","freq(频度：1MIN,5MIN,15MIN,30MIN,60MIN)；ts_code(股票代码，如：600000.SH)",,tushare_docs,457,https://tushare.pro/document/2?doc_id=457,True,code,"官网输入参数不含日期字段；参数=freq, ts_code；按代码维度回补/同步",,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=freq, ts_code；按代码维度回补/同步",TushareCatalogInterface
tushare,指数数据,申万实时行情,rt_sw_k,申万实时行情,0,0,0,0,0,True,code,ts_code,"ts_code(指数代码，如: 801005.SI；可以是逗号隔开的多个，如: 801005.SI,801001.SI)",,tushare_docs,417,https://tushare.pro/document/2?doc_id=417,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,,,,,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,官网输入参数不要求日期字段；参数=ts_code；按代码维度回补/同步,TushareCatalogInterface
tushare,宏观经济,国内宏观,sf_month,社融增量（月度）,1,322,0,0,0,True,other,"m, start_m, end_m",m(月份（YYYYMM，下同），支持多个月份同时输入，逗号分隔)；start_m(开始月份)；end_m(结束月份),,tushare_docs,310,https://tushare.pro/document/2?doc_id=310,True,code,"官网输入参数不含日期字段；参数=m, start_m, end_m；按代码维度回补/同步",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,"官网输入参数不提供代码或日期回补轴；参数=m, start_m, end_m；归类为其他回补方式",TushareCatalogInterface
tushare,现货数据,上海黄金基础信息,sge_basic,上海黄金基础信息,1,322,245,0,0,True,code,ts_code,ts_code(合约代码 （支持多个，逗号分隔，不输入为获取全部）),,tushare_docs,284,https://tushare.pro/document/2?doc_id=284,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-03-05,pending,抱歉，您访问接口(sge_basic)频率超限(20次/天)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,抱歉，您访问接口(sge_basic)频率超限(20次/天)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,官网输入参数不要求日期字段；参数=ts_code；按代码维度回补/同步,TushareCatalogInterface
